title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
Data Engineer,Data Engineer,InVisions,"Remote in Hyderabad, Telangana","As aa Associate Data engineer at Saras Analytics, you will be responsible for creating and maintaining complex cloud-based data architectures, designs and data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=264e47733478d2f3&fccid=5a9f35feedbce12f&vjs=3
Data Engineer,Data Engineer,IBM,"Ahmedabad, Gujarat","Implement data workflow to aggregate and structure data for high-performance analytics.
Design, implement, maintain and operate efficient and reliable data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=354ad27c765045bf&fccid=de71a49b535e21cb&vjs=3
Data Engineer,Data Engineer,Maruti Suzuki India Ltd,"Gurgaon, Haryana","Data engineers will be responsible for coding, designing, deploying, and debugging and productionizing large scale data pipeline solutions using Python and…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=091ea31b4a4d75e8&fccid=9102c38c15134e6c&vjs=3
Sr. Data Engineer,Data Engineer,GOG Analytics,Remote in Remote,"Big data: 5 years (Preferred).
Job Types: Full-time, Temporary.
Total work: 5 years (Preferred).
Python scripting: 5 years (Preferred).",EmployerActive 2 days ago,?,2023-08-30,https://in.indeed.com/company/GOG-Analytics/jobs/Data-Engineer-31f8303b049d7070?fccid=8e2602aa628a896b&vjs=3
Data Scientist - Engineer,Data Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",Mapping diverse requirements to implementation on Azure/Big data platform with conflicting requirements and constraints.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=3e9a5761f565d8c2&fccid=9ab138c02aaca829&vjs=3
Data Engineer (Azure Cloud/ADF),Data Engineer,Gartner,"Gurgaon, Haryana","Build workflows using data from a wide variety of sources, including on premise databases and external data sources with rest APIs and harvesting tools.",PostedPosted 19 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=7025007242115ad5&fccid=be293f1def77a963&vjs=3
Data Engineer,Data Engineer,Decathlon,"Bengaluru, Karnataka","Passion for data with strong analytical mindset and focus on drilling data for commercial insight.
Optimize data models and schemas with precision.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2bd6f326fa25794c&fccid=c26cf8942059defd&vjs=3
Data Engineer - 8435,Data Engineer,ION,"Noida, Uttar Pradesh",The Automation team is looking for is looking for a data engineer to help expand our internal data analytics and machine learning infrastructure at ION group.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=a1c26de9422ed710&fccid=bcc74f93a061d5de&vjs=3
Azure Data Engineer,Data Engineer,Global Employees,Remote in Remote,"Possesses experience in data engineering or developer roles, proficient in working with multiple data sources, storage technologies, and data formats.",EmployerActive 2 days ago,"₹9,00,000 - ₹16,00,000 a year",2023-08-30,https://in.indeed.com/company/Global-Employees/jobs/Data-Engineer-646644b113429d78?fccid=0a420069a8b9978f&vjs=3
Data Engineer,Data Engineer,Zauba Corp,"Bengaluru, Karnataka","Design, architect and develop efficient data pipelines around the data collected.
Take ownership of existing data workflows and processes.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=90b58a737197c1dc&fccid=b763ed477442b5f6&vjs=3
Azure Data Engineer(Remote),Data Engineer,Caliber Connect HR Services,"Remote in Mumbai, Maharashtra","Experience managing Azure DevOps pipelines (CI/CD)Experience managing source data access security, using Vault, configuring authentication and authorization,…",EmployerActive 3 days ago,"₹10,00,000 - ₹16,00,000 a year",2023-08-30,https://in.indeed.com/company/Caliber-Connect-HR-Services/jobs/Data-Engineer-e6b33a39fca3f767?fccid=572efd9415c043e8&vjs=3
Data Engineer (Remote),Data Engineer,MonetizeMore,"Remote in New Delhi, Delhi","Collaborate with the team to develop and implement robust data governance frameworks to streamline operations, enhance data quality, and manage data assets…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=be06e10075c9f1e3&fccid=0f5f02cc143354d0&vjs=3
Netwitness-User Interface Senior Engineer,Data Engineer,RSA,"Bengaluru, Karnataka","Translates data into usable design solutions and leverages results to spark focused design efforts.
Performs a variety of data analysis techniques to surface…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdeCH3wzlYpD364Be5JbcCJKJ8S-TlvC_iwEgvLx09tToZUFABJK1kWK7izg9M0254h-_qK_34saPI-ydNrJgrML9N5qhArpduhlaDZsLKxQFErgULM6iHlTGOrAKtKVLslKoPToEUZKgDTp5MXc4oaspjaIjzCCPNmOvO0V1ECE5KET5QL1awubdshhIsNs5LkGXVkMhbW_w3QgxF14BFsxmk32pBOPmCsZK0lPjhcbRH-XYMxB7-9zDie6i8qBE6yL3zFCT3q7-YJIwj5itOwWXNIe5aMImT641QLeu6y7452JRrA_LXs3DgCW8Dusl-UGT-Yg4cyJ0humSevQ8ZSfnrZPdT-PWwFPTWZbT7-mONZ873zqu9Z9lhxBY7RVXTss-qqa0YEwpRXs-SOhY71LtdikiDs8GdABbQLMat_VLGXxxYEXYuf1KTPNO7wiXVPI1qvEGZopejbkH2B3HWL2kiHFMLQ4-oAZPO29z_CBE2kjn0jCKZACBT2f04ivZi7iMIEJRX6sAZRwuM4Y3JeAr40or-Pmvezp884OcPRz-xmXISQQFrdqKSDCq1_1jZ8QCYkbr-7YYgE-Tcdu2GmxlUPymyo-gqbLfZNOO-QnHfkMBFQ-wYujCiy9-pF-4O0MDt-tjQv7_1EgfaaT9sGtL_sd7G4lvdBH0V7-HKiNZKkF6_7BXNta1lzp1L2bLX-hcmRcjEcxTH04_ZcNBP-oQyZzKw7pmZ3XZPv9xY9BN0E-jXvJtIOTqo2iI9cgIYJQGRM8U3fjGxcCN1EQp3e14oHLOiATlpks13Q7uaqLFv-WyIV-g-5IHOOnV97NNB8z9tnNwrtSMBXktspYrVfoQmG5a7f2clidolXz96PdN0Dw5CFlTiKucWO6ED2gr0-oKX6nam6AcrHVvEmmKbs-DG3Qod71BHeJO2Z6chQiUNj8JflGCf6NkXYafRFoq8DTy_7k9WdtxYP3PQoQNaC5dVMKSjRerQQK2vFMcPvfAhZuwPoMk20gvSWQ05rJhwh5H7FOFKtfG9WicuPaTry37G_ajN5BoGHEbatvXx6yi8oZ7UioQdNYulLupSODT6QXrjZgDTCbvOVtbL56UAB5VmDz4gkOyV9NDlkg8v1-5NTNj7lNdg7V9HCjDDtDokoy6yhiTgejoXJJd2Isi0OF9_lVX1cWNj-qpZvNNvMyCSC2qypKKg&xkcb=SoB1-_M3Lj7NSywFph0FbzkdCdPP&p=14&fvj=0&vjs=3
Associate Data Engineer,Data Engineer,Intercontinental Exchange,"Remote in Hyderabad, Telangana","Collaborate with business, data architects and various technology teams on data projects.
Strong data analytical and problem-solving skills.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=7e868d53a49a248c&fccid=306f81e1483f7d82&vjs=3
Data Engineer 2,Data Engineer,Epsilon,"Bengaluru, Karnataka","Expertise in the design, data modelling creation, and management of large datasets/data models.
Build the infrastructure required for optimal extraction,…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=70cca5244e50e26d&fccid=beb2b679d6e2402e&vjs=3
Data Engineer,Data Engineer,ChabezTech Private Limited,"Remote in Mumbai, Maharashtra"," Extensive hands on experience implementing data migration and data processing,.
 Data warehousing, data mining.
Job Type: Contract of 1 year.",EmployerActive 2 days ago,"Up to ₹12,00,000 a year",2023-08-30,https://in.indeed.com/company/ChabezTech-Private-Limited/jobs/Data-Engineer-1e0d571490afaed8?fccid=51ff1e676ea9dd1b&vjs=3
Data Science Engineer,Data Engineer,F(x) Data Labs PVT LTD,"Ahmedabad, Gujarat","Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.",EmployerActive 6 days ago,"₹5,00,000 - ₹7,00,000 a year",2023-08-30,https://in.indeed.com/company/F(x)-Data-Labs-PVT-LTD/jobs/Data-Scientist-c4fcfe27e21d047c?fccid=62074cabcc5c06e0&vjs=3
Data Engineer,Data Engineer,PayU,"Hybrid remote in Bengaluru, Karnataka","Critical experience performance optimisation for both data loading and data ingestion.
Demonstrated experience of production experience in big data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e259cecd4342890f&fccid=c1bec49d1ea92b43&vjs=3
Data Visualization Engineer,Data Engineer,IDP Education Ltd,"Chennai, Tamil Nadu","Ability to connect to data sources (internal and external), import data, and transform data.
Expert in Analytics and data warehouse concepts.",PostedPosted 23 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=b5e0cca14a97a00a&fccid=5dea86b0d332a274&vjs=3
Data Aggregation Engineer,Data Engineer,Infosys,"Pune, Maharashtra","A day in the life of an Infoscion • As part of the Infosys consulting team, your primary role would be to get to the heart of customer issues, diagnose problem…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=953e08cd1cd74198&fccid=c67533a523c83a4c&vjs=3
Sr. Data Engineer - SH,Data Engineer,Genzeon India,"Pune, Maharashtra","Experience leading and mentoring a team of data engineers.
Develop and maintain data warehouses and other data-related infrastructure.",PostedPosted 19 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=c74e89a081914a84&fccid=577b5edacce8d208&vjs=3
Snowflake Data Engineer,Data Engineer,mobio solutions,Remote,"Snowflake with other data processing tools and reporting technologies.
Experience with building production sized data ingestion and processing pipelines using…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=f3c83327e23494fb&fccid=2796256a8538d540&vjs=3
"Data Engineer, Data Engineering",Data Engineer,Anteriad,"Bengaluru, Karnataka","Experience in Designing, developing, implementing and tune distributed data processing pipelines to process large volumes of data.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=b0bfeb9cda4b4e1f&fccid=eed1c30f3bb8fad6&vjs=3
Data Engineer (Python),Data Engineer,Gigmo Solutions,"Gurgaon, Haryana","Integration of data storage solutions like SQL/NoSQL databases, message brokers, and data streams for storing and analyzing the scraped data.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=80c89f41b5c8540e&fccid=de9d0d2b81b48ed5&vjs=3
Netwitness-User Interface Senior Engineer,Data Engineer,RSA,"Bengaluru, Karnataka","Translates data into usable design solutions and leverages results to spark focused design efforts.
Performs a variety of data analysis techniques to surface…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdeCH3wzlYpD364Be5JbcCJKJ8S-TlvC_iwEgvLx09tToZUFABJK1kWK7izg9M0254h-_qK_34saPI-ydNrJgrML9N5qhArpduhlaDZsLKxQFErgULM6iHlTGOrAKtKVLslKoPToEUZKgDTp5MXc4oaspjaIjzCCNR-hRUXN9ykLFv9lpjppw1jwhyHMmRoAfgdNpLk6uhDQRaQFWvFUphHAvZqlVPcgVpVJB28d0eHNZmAZJdqBjojyc6KImkGabCp-skWizHSiUaCjydXTXp1LtJXKNDN2HvAxHcf-IpouF7baPkaULQ4KxbeEvGS69NcGBQS4naIkhknjFI6ZHQQtyNWqSS5h8yb9yBWbNNrb407DuqrYNtGj_2BxwcdYVqyrO17OTtAYISe7v_ddjFDgSVhwunAIul75APsJOZqvMR8GEqs9BaN2UgzalwvasquD5r31NEmLDcjW3-PHtYL4UVoXUU1SHHdUn7_jgAKaaiOD4sQ6Tk-CKGD4MH4t04QWk2sQbX-2L950E5PVtp9RgcIJyC_i0obPOPrBhJ3NXl55BTxxOzj2_9-i_GCFz2Er1hB6_Jb13FijmiuraFbAV_s-ONAE3tf3dV49KmI2qZuYhm6wtNbSOCL0O4moJG9L2nupj5MKlXB9sTAl0r8uWy6vxdNfuBS8ttQuRzNiiI8dP4Vv_UoatlVbFhFfLl0RYGXVpL_26A6TOr6WzDSE6UuhzrJr28K3KoUbWylvbN4FJhl5bNunMoNI2qFq0obXz3DCl7Gqs6q_cpX48r2BBUsTlFSYyEaLJwQ6A_gAG8q50e8s205R5oO_sfpveZQRTGt9lVfzugD4US2AtU0ELYfi3g8MzAXhr2eXptrr_EMVsXxYJ4DtVwiWXZwhcEP67dibgRNu-R3JZ8mhcgVJNKbekadlqKfKSuAxVwJ_92Vjajp1P3K8S60zTNQzZO_5mnK08wOLB2Br6Rxf3C3enKKH2-gF_HVv59MO-lYLv_PRPa8zNKHvtjGRkhi8HwKR5kzxrD_8LihRchNtyw7OgfxM77H7krElPS3uVLry3dWhpxEMalf80BL19QsQdDsMqyW2iGEzHkcM3diiBysyolDoh-VlHyy5M-p9qyYGfZokTznWFnRbnKZIitu6fBUHsf8b_EGKf4rFp5E4C4OstHty7p5HFDVBy_w_5lYW48TT6yfovg&xkcb=SoA6-_M3Lj7MbPgP2r0FbzkdCdPP&p=14&fvj=0&vjs=3
Data Engineer,Data Engineer,Inference Labs,"Mumbai, Maharashtra","Maintain and support data mart, data analytics platforms & application.
Perform quality assurance to make sure the data correctness.",PostedPosted 14 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=7c79209e0223943d&fccid=07f7ca87ab21d34c&vjs=3
Python Automation Engineer,Data Engineer,Ascendeum Pvt Ltd,"Remote in Delhi, Delhi","Since 2015, our team of consultants and engineers have been consistently delivering intelligent solutions that enable enterprise-level websites and apps to…",EmployerActive 2 days ago,"₹8,00,001 - ₹15,00,001 a year",2023-08-30,https://in.indeed.com/company/Ascendeum-Pvt-Ltd/jobs/Python-Developer-98cc572fadcfa232?fccid=8df747a4d202d545&vjs=3
MBOS - Data Engineer,Data Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Building and maintaining the data architecture for data Engineering and data science projects.
Building and maintaining the data architecture for data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=236e569d0a396a3b&fccid=9ab138c02aaca829&vjs=3
Azure Data Engineer,Data Engineer,Amantya Technologies Pvt Ltd,"Bengaluru, Karnataka","With data-related technical issues and support their data needs.
Work with data and analytics experts to strive for greater functionality in our data systems.",EmployerActive 2 days ago,"₹15,17,109 - ₹30,00,000 a year",2023-08-30,https://in.indeed.com/company/Amantya-Technologies/jobs/Data-Engineer-8386338e131d3041?fccid=8b98b489efd88729&vjs=3
Data Engineer II,Data Engineer,"ShipBob, Inc.","Remote in New Delhi, Delhi","Focus on growing as DBA in an Azure SQL environment.
Perform SQL programming and performance tuning and optimization.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=a7713e039c206825&fccid=b7693a814af8c2ec&vjs=3
Data Software Engineer (ETL & Database specialist),Data Engineer,Eran Group,Remote in India,"Monitor data quality, addressing data inconsistencies and ensuring data integrity.
Familiarity with big data tools and cloud-based data solutions.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=5bb50540b5caf458&fccid=b31b827756cdbbe5&vjs=3
GCP Data Engineer,Data Engineer,Saven Nova Technologies Pvt Ltd,"Remote in Pune, Maharashtra+1 location","Minimum 12 months of core experience in Airflow (writing Directed Acyclic Graphs – DAGs).
Minimum 12 month of core experience in Big Query, Composer,…",PostedPosted 30+ days ago,"From ₹90,00,000 a year",2023-08-30,https://in.indeed.com/company/Saven-Nova-Technologies-Pvt-Ltd/jobs/Data-Engineer-93e0bf935aa2a94d?fccid=799df8557e8e4f6f&vjs=3
Artificial Intelligence Engineer,Data Engineer,JKC Solutions,"Pune, Maharashtra","Collaboration: Collaborate with data scientists, engineers, and other stakeholders to translate requirements into technical solutions. *.",EmployerActive 2 days ago,"₹3,46,397 - ₹7,00,000 a year",2023-08-30,https://in.indeed.com/company/JKC-solutions/jobs/Business-Intelligence-Developer-5a00b7b25ae57282?fccid=460a25811b45881d&vjs=3
ML Engineer (Remote),Data Engineer,mobio solutions,Remote,"Utilize data mining and statistical analysis to identify patterns, trends, and opportunities for enhancing bid optimization strategies.",PostedPosted 28 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=7b324bbbfbb8d65a&fccid=2796256a8538d540&vjs=3
Data Engineer,Data Engineer,Net Connect,"Bengaluru, Karnataka","Develop and maintain data infrastructure, including databases, data warehouses, and data lakes.
Develop and maintain data integration processes, including data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=82e65a364c6c5947&fccid=36556daa86adc821&vjs=3
Data Scientist,Data Engineer,Stemly Pte Ltd,Remote,"Experience in handling real-world data sets through project work, internships, or employment;
Build complex forecasting, statistical, and predictive models …",PostedPosted 15 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=53aee2c06387a78f&fccid=209ba9c4e9365bc4&vjs=3
Netwitness-User Interface Senior Engineer,Data Engineer,RSA,"Bengaluru, Karnataka","Translates data into usable design solutions and leverages results to spark focused design efforts.
Performs a variety of data analysis techniques to surface…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdeCH3wzlYpD364Be5JbcCJKJ8S-TlvC_iwEgvLx09tToZUFABJK1kWK7izg9M0254h-_qK_34saPI-ydNrJgrML9N5qhArpduhlaDZsLKxQFErgULM6iHlTGOrAKtKVLslKoPToEUZKgDTp5MXc4oaspjaIjzCCNveexEhYb2GakIqF3ckKmBwsofy2dsP7_oLpSz2TTgQS28MujmZT2zA6Dgv_gl_Ddi-w8-g7B16IiLQIXOErjkn4sypn3EGS-vh9QqIkAaqM1iIuinbzAxiy-IcjTG2j5Z5_WXxVi5b6J_uQl7fY6g5ZkVIgxFd2Cgt1KKI-ryxH6huvleolNwh8sLpoIykCxkqNy_utskcVaJ3bLumdHsfzqAvb0jjFqiKNgwlH0zKMfMFbETzs7PlIY7CZP0CmKzoVSL5EzIP9PSnLSADp05O8lTAzmwirh_w_U-Muqx4C_XLCLwoI0A6_4H5rxZgBacoeIDCrMTez1xgMWZVSHptPCzuq9nCBVAWlfwnexYbpjqv8ErwgPJnxWDB0WxgN4-OtJpt9-YC0nljlIOi2Fczr62fma0N2iDQDm6WMafGqbSVfEC1mEhuacClsfZAYlJ03FiKnWgfahgmudNUd8ltfrqeJUYSy52o7YPAC6Z9ODCDr4doo8IeEaWeoy_QgQidtca-IkPVumnO3sX9XBcFG2I88TDr5HMeWK7JUqMxs5WlUnQ5azK8Io04bngekNbkkUxK1V15J-QujbjvQoL28MrOgcusp0-Q-6-lbEJ0Z5k1RisuAjPBqEgmq-H4L6-d8MZYBpIrwWibNhO6z1sbtgLV-oEqL57i9ztlioIym_5M4r_YsWUGQYJI1mk9Ui5vy6ZF1qUAFcvx92TpYl0ZyKUj37itJHb2DC78KGkXYCVLFXrcmPGDaJMFGby60xxjXs3ABeln7YydBOHI2zV4d-Tgz_MrCeAYiYlCMFlS8X4zJHefDaODBVg8EXCOoMNLAkfaH5IjCu1TkbAh9Fw2XFyIHWx41kh_oJIi6OkAElqwYp4wuARJaHajdKBmjBGZ3ZAfWXCVkqmuh_kwZAcrsN-_cmU-mTT39R0tVyLLp4vIf3Jfev4K9r74n7uFg8yi7vWlcmZ9iSwl_bya8iQCevBHtRghq5dJ5SYqZGFrECrsh494cvp7uTsH0pNghzukHK1ujXd-5IpjrtIq26k&xkcb=SoBw-_M3Lj7LHbyS0h0HbzkdCdPP&p=12&fvj=0&vjs=3
Data Engineer I,Data Engineer,ADCI MAA 15 SEZ,"Bengaluru, Karnataka+1 location","You'll help build Amazon Music's most important data pipelines and data sets, and expand self-service data knowledge and capabilities through an Amazon Music…",PostedPosted 12 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=561c0f4ab15e8853&fccid=fe2d21eef233e94a&vjs=3
Data Engineer (R and VBA),Data Engineer,Argus Media,"Mumbai, Maharashtra","Support and development of data processing systems.
You will work closely with internal clients of the data team to support and maintain R (incl. R Shiny),…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=c7897e511af686f7&fccid=d1bdb1e0aad69657&vjs=3
Lab45 - Software Engineer,Data Engineer,Wipro Limited,"Remote in Bengaluru, Karnataka","Strong understanding of data structures or algorithms.
Be passionate about solving complex problems and learning new modern stacks.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=0b0da8d34b2d09ae&fccid=8d25321c1defe73f&vjs=3
Data Engineer,Data Engineer,Ketto,"Mumbai, Maharashtra","Help technology team to investigate, identify and setup new tools and processes for data warehousing, data quality, reporting & analytics, data governance and…",PostedPosted 22 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=a4ad89de8c212e50&fccid=0ca5fb09be5db2e4&vjs=3
Data Engineer / Sr. Data Engineer,Data Engineer,AIEnterprise,"Remote in Bengaluru, Karnataka","In-depth understanding of fundamental concepts of data structures and algorithms in Big Data.
Build optimal Data pipelines which can be leveraged by the data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=8aba657dac768f47&fccid=89fc9bfba1bf23b7&vjs=3
Artificial Intelligence (AI) Engineer,Data Engineer,X-YUG Technologies Pvt Ltd,"Hyderabad, Telangana","Data Preprocessing: Develop data preprocessing pipelines to clean, transform, and preprocess raw data into a suitable format for training and inference.",EmployerActive 2 days ago,"Up to ₹1,00,000 a month",2023-08-30,https://in.indeed.com/company/X--YUG-Technologies-Pvt-Ltd/jobs/Business-Intelligence-Developer-0089f3dec051fdff?fccid=278b1c3d2e06cadf&vjs=3
GCP DATA ENGINEER,Data Engineer,nerdapplabs Software solutions Pvt. Ltd.,"Remote in Noida, Uttar Pradesh","Understand data requirements & implement solutions - data collection, ingestion & processing.
Ensure security measures are taken for data privacy, compliance…",EmployerActive 5 days ago,"₹10,00,000 - ₹14,00,000 a year",2023-08-30,https://in.indeed.com/company/nerdapplabs-Software-solutions-Pvt.-Ltd./jobs/Data-Engineer-e3821572805fda1b?fccid=65e90d7f6785aa11&vjs=3
Data Engineer,Data Engineer,Hewlett Packard Enterprise,"Bengaluru, Karnataka","Experience with data pipeline orchestrating tools: Airflow, Luigi etc.
Create prototypes and proof-of-concepts for iterative development.",PostedPosted 13 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=97db42b2b6d87a2a&fccid=216eb700022de6f6&vjs=3
Sr. Database Engineer (ETL),Data Engineer,Marktine Technology Solutions,Remote,"Pentaho, Talend Hands on experience as primary tool set for the selection Experience in Integration of various data source, testing, Data reconcile, Data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=802ffda62434e2f0&fccid=4d1ce2b52f6f8920&vjs=3
Consulting: SA&MA-A&C-Data Engineers,Data Engineer,Deloitte,"Mumbai, Maharashtra",Data Engineers with SQL experience and Java/Python API development knowledge.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=a0315a07ba696e52&fccid=9e215d88a6b33622&vjs=3
Netwitness-User Interface Senior Engineer,Data Engineer,RSA,"Bengaluru, Karnataka","Translates data into usable design solutions and leverages results to spark focused design efforts.
Performs a variety of data analysis techniques to surface…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdeCH3wzlYpD364Be5JbcCJKJ8S-TlvC_iwEgvLx09tToZUFABJK1kWK7izg9M0254h-_qK_34saPI-ydNrJgrML9N5qhArpduhlaDZsLKxQFErgULM6iHlTGOrAKtKVLslKoPToEUZKgDTp5MXc4oaspjaIjzCCNgGDoe9Q6-Z6b1089G2TKOZoogjYCD0WwhGRpYepRpBpbTqgqvIIjLVuKrEgNNQw1qXNhyZaqSssmoZIwmioK4fxgqQcZouH8d-e5CXDG5VlDZd6oxZdHVOY7yCfrUFCu21zWfs1PDigSr4kxvDWXdy_zh2vM1qRIUjekuhejDuzMM0hkC76Hr1iSCdAY58nVmJHAHraApIk_84Dbn83w_E0-GID8zaoHpeMi9sgF5k_7dtBT3XYDfuhR-OPUBx4soKWHdu2aj7o8Fk6n2-tdEnGVkDGwJLt2N_vr2S9bEOMpbj3gStqFZLqPSjIJ5XcQO5WNbfxCev2ZM-jpmnw5kkqACRfJK1dcz05UWRIpB8rtEYx_RRSpsPnQELl99htXmubZ2L9sRh0WAl9BjPNUQmR0Gd1ga51PFClTHiHZmgvePrzA9uA87b3Autv85TUgy1ujjyt7CW-BSfqouA69dOxKwb5xeAVdtLhvM2fl64Okx6NVsDF2H_0jncehViGkG3Oe_xVplzzGzAB3qOafV_rPsFfCUtLO9kWYU7ZxB5Y8zKr_unHtd8cVTpuXldObwRHLhVtcsoYT2yAPFEywCmeGguGx0eokjYJTAZ9i2yuP-PMCdpBoMOAal6nXjPJ46DbG5oX1uM47SOfauH_GamMbBvraB3tFAqEu2m0SzQ_fRF2ZFS78zNXxeV40Z7ItlVXXj4WrOYdWUQZv20PR35Ab2qJgCCT96u63bnm0dCXIsTJ07hDeec-e25QMRzEZ4w2D_Ozs4x7jup5VroEbltsw19y3uubM59gEdjhaezuIDNrEGT35KtC9-HDY83IconSr-M-STGJNxgM8bBuQ7kQ1u8d0OSd7HTdgkPzTBs-3tHxZu0cSkIIWwZNMN1CzR6qkgI5ur9XsBt0mMUBGQgkIZN1qDwF3smIYLib7fJHlht5OxOu1ZxWqtJ4V8m0XZ2qQt51gzsOnHVPq_mZw7aOlgWp8qF_9MI2-B-jojeTM1C4Z8ohziiB_ciDmXSNy4NbqQ0tqGNNflLDF7PF70&xkcb=SoDG-_M3Lj7KBUwNAh0HbzkdCdPP&p=12&fvj=0&vjs=3
Data Engineer,Data Engineer,Rapidera Technologies Pvt Ltd,"Pune, Maharashtra","Ü Experience with integration of data from multiple data sources.
Ü Should have good understanding in analysing the existing data pipelines, data flows and code…",EmployerActive 8 days ago,"Up to ₹20,00,000 a year",2023-08-30,https://in.indeed.com/company/Rapidera-Technologies-Pvt-Ltd/jobs/Data-Engineer-7ee59a0697e24486?fccid=d16e616d7b1057e9&vjs=3
Data Engineer,Data Engineer,XL Catlin,"Gurgaon, Haryana","Demonstrated ability to incorporate data quality standards into data development.
This would require hands-on data experience to look into data issues and seek…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=8f7d9e44089a42a9&fccid=29e4aa7e4c4a93db&vjs=3
Data Engineer- Harman,Data Engineer,Nityo Infotech,"Bengaluru, Karnataka",Data Engineer • Python • Data Warehousing • SQL.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=155b740ac5d1ee89&fccid=026a169b2ca27b1f&vjs=3
Azure Data Engineer,Data Engineer,Marktine Technology Solutions,Remote,"Create and maintain data pipelines for data ingestion, data transformation, and data integration across various data sources and destinations.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=eac213f1fb63a6f9&fccid=4d1ce2b52f6f8920&vjs=3
Data Engineer,Data Engineer,Community Brands,"Remote in Pune, Maharashtra","Perform data analysis required to troubleshoot data related issues and assist in the resolution of data issues.
Write unit/integration tests and document work.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=6ac725fbc86ce658&fccid=13bf482edb701e2c&vjs=3
Data Research - DataBase Engineer,Data Engineer,Forbes Advisor,"Chennai, Tamil Nadu","Work with the team to ensure data integrity and enforce data quality standards, including data validation rules, constraints, and referential integrity.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=653e6b3fbae970cd&fccid=46f096821d54771c&vjs=3
